name,url,neighborhood,cuisine,review_count,time_window
"Pier 23 Cafe","http://www.opentable.com/pier-23-cafe?p=4&sd=2014-11-14 19:30&rid=55537&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Seafood","148 reviews",0:00
"Poquito","http://www.opentable.com/poquito?p=4&sd=2014-11-14 19:30&rid=55792&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Potrero Hill / Dogpatch","Latin American","17 reviews",0:00
"Comstock Saloon","http://www.opentable.com/comstock-saloon?p=4&sd=2014-11-14 19:30&rid=56806&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","American","12 reviews",0:00
"The Pub BBQ at Ghiradelli Square","http://www.opentable.com/the-pub-bbq-at-ghiradelli-square?p=4&sd=2014-11-14 19:30&rid=73117&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Fisherman's Wharf","Barbecue","12 reviews",0:00
"Roy's - San Francisco","http://www.opentable.com/roys-san-francisco?p=4&sd=2014-11-14 19:30&rid=963&pt=100,100,100,1000,1000&d=11/14/2014 19:15:00,,11/14/2014 20:00:00,11/14/2014 18:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Seafood","33 reviews",0:45
"BIX","http://www.opentable.com/bix?p=4&sd=2014-11-14 19:30&rid=3638&pt=100,100,100,100,100&d=11/14/2014 18:00:00,,11/14/2014 21:00:00,11/14/2014 17:30:00,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","American","198 reviews",3:00
"OTD (aka Out the Door - Bush St.)","http://www.opentable.com/otd-aka-out-the-door-bush-st?p=4&sd=2014-11-14 19:30&rid=35182&pt=100,100,100,100,100&d=11/14/2014 17:45:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 17:30:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","Vietnamese","104 reviews",0:00
"Saha","http://www.opentable.com/saha?p=4&sd=2014-11-14 19:30&rid=5504&pt=100,100,100,100,1000&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Middle Eastern","70 reviews",0:00
"Ame","http://www.opentable.com/ame?p=4&sd=2014-11-14 19:30&rid=5546&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Contemporary American","77 reviews",0:00
"Belden Taverna","http://www.opentable.com/belden-taverna?p=4&sd=2014-11-14 19:30&rid=5783&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Contemporary American","46 reviews",0:00
"Alamo Square Seafood Grill","http://www.opentable.com/alamo-square-seafood-grill?p=4&sd=2014-11-14 19:30&rid=5880&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Seafood","55 reviews",0:00
"Venticello","http://www.opentable.com/venticello?p=4&sd=2014-11-14 19:30&rid=6071&pt=100,100,100,100,100&d=,,11/14/2014 20:30:00,,11/14/2014 20:45:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","Italian","124 reviews",3:31
"Sushi Hunter","http://www.opentable.com/sushi-hunter?p=4&sd=2014-11-14 19:30&rid=6301&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Japanese","11 reviews",1:00
"North Beach Restaurant","http://www.opentable.com/north-beach-restaurant?p=4&sd=2014-11-14 19:30&rid=6366&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Italian","202 reviews",0:00
"Roti Indian Bistro - San Francisco","http://www.opentable.com/roti-indian-bistro-san-francisco?p=4&sd=2014-11-14 19:30&rid=7005&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Forest Hill / West Portal","Indian","60 reviews",0:00
"Salt House","http://www.opentable.com/salt-house?p=4&sd=2014-11-14 19:30&rid=7696&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Contemporary American","161 reviews",0:00
"Slanted Door","http://www.opentable.com/slanted-door?p=4&sd=2014-11-14 19:30&rid=7740&pt=100,100,100,100,100&d=,,11/14/2014 21:30:00,,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Vietnamese","792 reviews",5:02
"Cioppino's On The Wharf","http://www.opentable.com/cioppinos-on-the-wharf?p=4&sd=2014-11-14 19:30&rid=12730&pt=100,100,100,100,100&d=11/14/2014 18:45:00,,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Fisherman's Wharf","Seafood","63 reviews",1:15
"Waterbar","http://www.opentable.com/waterbar?p=4&sd=2014-11-14 19:30&rid=17035&pt=100,100,100,100,100&d=11/14/2014 18:00:00,,11/14/2014 21:00:00,,11/14/2014 21:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Seafood","477 reviews",4:01
"Troya Clement","http://www.opentable.com/troya-clement?p=4&sd=2014-11-14 19:30&rid=17095&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Turkish","32 reviews",0:00
"Tal-Y-Tara Tea & Polo Shoppe","http://www.opentable.com/tal-y-tara-tea-and-polo-shoppe?p=4&sd=2014-11-14 19:30&rid=103366&pt=100,100,100,100,100&d=11/14/2014 17:30:00,,,11/14/2014 17:00:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","English","26 reviews",4:31
"Yemeni's Restaurant","http://www.opentable.com/yemenis-restaurant?p=4&sd=2014-11-14 19:30&rid=103384&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","Middle Eastern","2 reviews",0:00
"SakeSan","http://www.opentable.com/sakesan?p=4&sd=2014-11-14 19:30&rid=104704&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Japanese","36 reviews",0:00
"Fable","http://www.opentable.com/fable?p=4&sd=2014-11-14 19:30&rid=105031&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Castro","American","101 reviews",0:00
"South at SF Jazz","http://www.opentable.com/south-at-sf-jazz?p=4&sd=2014-11-14 19:30&rid=105217&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Mexican","85 reviews",0:00
"Golden Kim Tar Chinese Restaurant","http://www.opentable.com/golden-kim-tar-chinese-restaurant?p=4&sd=2014-11-14 19:30&rid=106645&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Chinese","1 review",0:00
"Roka Akor - San Francisco","http://www.opentable.com/roka-akor-san-francisco?p=4&sd=2014-11-14 19:30&rid=108919&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 20:00:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Japanese","131 reviews",0:45
"Hong Kong Lounge II","http://www.opentable.com/hong-kong-lounge-ii?p=4&sd=2014-11-14 19:30&rid=107080&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:45:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Chinese","72 reviews",2:16
"Red Hill Station","http://www.opentable.com/red-hill-station?p=4&sd=2014-11-14 19:30&rid=148249&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Bernal Heights","Seafood","121 reviews",0:00
"Caffe Sport - San Francisco","http://www.opentable.com/caffe-sport-san-francisco?p=4&sd=2014-11-14 19:30&rid=149029&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Italian","40 reviews",0:00
"Cafe Europa","http://www.opentable.com/cafe-europa-san-francisco?p=4&sd=2014-11-14 19:30&rid=106834&pt=100,100,100,100,100&d=,,11/14/2014 21:00:00,,11/14/2014 21:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Eastern European","9 reviews",4:01
"The Cavalier","http://www.opentable.com/the-cavalier?p=4&sd=2014-11-14 19:30&rid=109843&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,11/14/2014 20:45:00,11/14/2014 18:15:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","British","241 reviews",2:15
"Verbena","http://www.opentable.com/verbena?p=4&sd=2014-11-14 19:30&rid=113125&pt=100,100,100,100,100&d=11/14/2014 18:00:00,,11/14/2014 21:00:00,11/14/2014 17:45:00,11/14/2014 21:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Russian Hill","Californian","189 reviews",3:00
"O3 Bistro & Lounge","http://www.opentable.com/o3-bistro-and-lounge?p=4&sd=2014-11-14 19:30&rid=78742&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Thai","41 reviews",0:00
"Bask","http://www.opentable.com/bask-san-francisco?p=4&sd=2014-11-14 19:30&rid=90763&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Basque","38 reviews",0:00
"Claudine","http://www.opentable.com/claudine?p=4&sd=2014-11-14 19:30&rid=91507&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","French","18 reviews",0:00
"M.Y. China - SF","http://www.opentable.com/my-china-sf?p=4&sd=2014-11-14 19:30&rid=93145&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Chinese","227 reviews",0:00
"Villa D'Este","http://www.opentable.com/villa-d-este-san-francisco?p=4&sd=2014-11-14 19:30&rid=93466&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Sunset District","Italian","12 reviews",0:00
"The Stinking Rose","http://www.opentable.com/the-stinking-rose-san-francisco?p=4&sd=2014-11-14 19:30&rid=7871&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Italian","360 reviews",0:00
"Crab House at Pier 39","http://www.opentable.com/crab-house-at-pier-39?p=4&sd=2014-11-14 19:30&rid=19708&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Fisherman's Wharf","Seafood","69 reviews",0:00
"Infusion Lounge","http://www.opentable.com/infusion-lounge?p=4&sd=2014-11-14 19:30&rid=28432&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Pan-Asian","18 reviews",0:00
"Limon Rotisserie – Van Ness","http://www.opentable.com/limon-rotisserie-van-ness?p=4&sd=2014-11-14 19:30&rid=53860&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Peruvian","107 reviews",0:00
"Heirloom Cafe","http://www.opentable.com/heirloom-cafe?p=4&sd=2014-11-14 19:30&rid=53884&pt=100,100,100,100,100&d=11/14/2014 18:15:00,,11/14/2014 20:45:00,11/14/2014 18:00:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Californian","103 reviews",2:30
"Cupola Pizzeria","http://www.opentable.com/cupola-pizzeria?p=4&sd=2014-11-14 19:30&rid=62701&pt=100,100,100,1000,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 17:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Italian","80 reviews",0:00
"Castagna - San Francisco","http://www.opentable.com/castagna-san-francisco?p=4&sd=2014-11-14 19:30&rid=79216&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","French","60 reviews",0:00
"Straw","http://www.opentable.com/straw?p=4&sd=2014-11-14 19:30&rid=81055&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Comfort Food","52 reviews",0:00
"Kokkari Estiatorio","http://www.opentable.com/kokkari-estiatorio?p=4&sd=2014-11-14 19:30&rid=1935&pt=100,100,100,100,100&d=,,11/14/2014 22:00:00,,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Mediterranean","491 reviews",5:02
"Capannina","http://www.opentable.com/capannina?p=4&sd=2014-11-14 19:30&rid=5823&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:30:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Italian","144 reviews",0:00
"Le Zinc","http://www.opentable.com/le-zinc?p=4&sd=2014-11-14 19:30&rid=7644&pt=100,100,100,1000,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:30:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Noe Valley","French","51 reviews",0:00
"Big 4 Restaurant","http://www.opentable.com/big-4-restaurant?p=4&sd=2014-11-14 19:30&rid=22585&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","Contemporary American","115 reviews",0:30
"Blackwood","http://www.opentable.com/blackwood?p=4&sd=2014-11-14 19:30&rid=94669&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Thai","20 reviews",0:00
"Amelie","http://www.opentable.com/amelie-san-francisco?p=4&sd=2014-11-14 19:30&rid=103654&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Russian Hill","Wine Bar","35 reviews",0:00
"Coqueta","http://www.opentable.com/coqueta?p=4&sd=2014-11-14 19:30&rid=103693&pt=100,100,100,100,100&d=,,11/14/2014 22:00:00,,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Spanish","267 reviews",5:02
"Caffe Delle Stelle","http://www.opentable.com/caffe-delle-stelle?p=4&sd=2014-11-14 19:30&rid=105223&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Italian","48 reviews",0:00
"Cafe at the Opera","http://www.opentable.com/cafe-at-the-opera?p=4&sd=2014-11-14 19:30&rid=106078&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,,11/14/2014 18:15:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Contemporary American","173 reviews",3:31
"AQ Restaurant & Bar","http://www.opentable.com/aq-restaurant-and-bar?p=4&sd=2014-11-14 19:30&rid=144721&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Contemporary American","141 reviews",0:30
"Bouli Bar","http://www.opentable.com/bouli-bar?p=4&sd=2014-11-14 19:30&rid=149290&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Mediterranean","57 reviews",0:00
"Harris'","http://www.opentable.com/harris?p=4&sd=2014-11-14 19:30&rid=10&pt=100,100,100,100,100&d=11/14/2014 17:30:00,,11/14/2014 20:30:00,,11/14/2014 20:45:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Russian Hill","Steak","233 reviews",3:31
"Alfred's Steakhouse","http://www.opentable.com/alfreds-steakhouse?p=4&sd=2014-11-14 19:30&rid=11&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Steak","107 reviews",0:00
"Jardiniere","http://www.opentable.com/jardiniere?p=4&sd=2014-11-14 19:30&rid=27&pt=100,100,100,100,100&d=11/14/2014 17:00:00,11/14/2014 19:30:00,11/14/2014 19:45:00,,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","French","285 reviews",0:01
"Le Charm","http://www.opentable.com/le-charm?p=4&sd=2014-11-14 19:30&rid=49&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","French","54 reviews",0:00
"Boulevard","http://www.opentable.com/boulevard?p=4&sd=2014-11-14 19:30&rid=130&pt=100,100,100,100,100&d=,,11/14/2014 21:15:00,,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","American","515 reviews",4:16
"Hyde Street Seafood House & Raw Bar","http://www.opentable.com/hyde-street-seafood-house-and-raw-bar?p=4&sd=2014-11-14 19:30&rid=1169&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Russian Hill","Seafood","40 reviews",0:00
"Foreign Cinema","http://www.opentable.com/foreign-cinema?p=4&sd=2014-11-14 19:30&rid=1906&pt=100,100,100,100,100&d=,,11/14/2014 22:00:00,,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Californian","463 reviews",5:02
"MarketBar","http://www.opentable.com/marketbar?p=4&sd=2014-11-14 19:30&rid=2947&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Californian","136 reviews",0:00
"The Fly Trap","http://www.opentable.com/the-fly-trap?p=4&sd=2014-11-14 19:30&rid=3250&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,11/14/2014 19:45:00,11/14/2014 18:15:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Mediterranean","82 reviews",1:15
"Koh Samui & The Monkey","http://www.opentable.com/koh-samui-and-the-monkey?p=4&sd=2014-11-14 19:30&rid=3561&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Thai","23 reviews",0:30
"MoMo's","http://www.opentable.com/momos?p=4&sd=2014-11-14 19:30&rid=3594&pt=100,1000,1000,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","American","134 reviews",2:01
"Cafe Bastille","http://www.opentable.com/cafe-bastille?p=4&sd=2014-11-14 19:30&rid=3599&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","French","58 reviews",0:00
"The Oak Room - The Westin St. Francis","http://www.opentable.com/the-oak-room-the-westin-st-francis?p=4&sd=2014-11-14 19:30&rid=7742&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","American","16 reviews",0:00
"Unicorn Pan Asian Cuisine - San Francisco","http://www.opentable.com/unicorn-pan-asian-cuisine?p=4&sd=2014-11-14 19:30&rid=15412&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Asian","21 reviews",0:00
"Live Sushi Bar","http://www.opentable.com/live-sushi-bar?p=4&sd=2014-11-14 19:30&rid=17302&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Potrero Hill / Dogpatch","Sushi","31 reviews",0:00
"Uva Enoteca","http://www.opentable.com/uva-enoteca?p=4&sd=2014-11-14 19:30&rid=34252&pt=100,100,100,1000,1000&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 21:00:00,11/14/2014 17:30:00,11/14/2014 22:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Haight","Italian","50 reviews",0:00
"Benihana - San Francisco","http://www.opentable.com/benihana-san-francisco?p=4&sd=2014-11-14 19:30&rid=86974&pt=100,100,100,100,100&d=11/14/2014 18:30:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:00:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Japantown","Japanese","143 reviews",0:00
"John's Grill","http://www.opentable.com/johns-grill?p=4&sd=2014-11-14 19:30&rid=4546&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","American","235 reviews",0:00
"Isa","http://www.opentable.com/isa?p=4&sd=2014-11-14 19:30&rid=4961&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Contemporary French","99 reviews",0:00
"Bob's Steak & Chop House - San Francisco","http://www.opentable.com/bobs-steak-and-chop-house-san-francisco?p=4&sd=2014-11-14 19:30&rid=5087&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Steakhouse","63 reviews",0:00
"Garcon","http://www.opentable.com/garcon-san-francisco?p=4&sd=2014-11-14 19:30&rid=5188&pt=100,100,100,1000,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","French","95 reviews",0:00
